Time,Temp1F,Temp2F,RH,Pres,AccX,AccZ
9921906,73.96,54.61,22.28,12.82,0.791,-0.201
9922410,78.36,51.97,23.38,12.64,0.939,-0.172
9922914,76.60,51.97,23.07,12.62,0.880,0.080
9923418,75.72,51.97,22.91,12.62,0.865,0.065
9923921,77.48,51.97,23.38,12.64,0.880,0.080
9924425,77.48,52.85,23.23,12.66,0.865,0.080
9924929,76.60,51.97,23.23,12.64,0.865,0.080
9925433,77.48,52.85,23.54,12.62,0.880,0.095
9925937,78.36,52.85,23.54,12.64,0.865,0.080
9926440,78.36,52.85,23.23,12.64,0.865,0.080
9926944,76.60,51.97,23.07,12.64,0.895,0.080
9927448,76.60,51.97,23.23,12.62,0.865,0.080
9927952,75.72,51.97,22.91,12.60,0.865,0.080
9928456,78.36,51.97,23.38,12.64,0.880,0.080
9928960,78.36,52.85,23.23,12.60,0.865,0.080
9929463,75.72,51.97,23.54,12.62,0.865,0.080
9929967,77.48,52.85,23.07,12.62,0.880,0.095
9930471,79.24,52.85,23.23,12.62,0.865,0.080
9930975,77.48,52.85,23.54,12.60,0.865,0.080
9931479,77.48,51.97,24.33,12.62,0.835,0.051
9931982,76.60,51.97,23.23,12.64,0.865,0.080
9932486,77.48,52.85,23.23,12.64,0.865,0.080
9932990,78.36,52.85,22.91,12.62,0.865,0.080
9933494,76.60,51.97,23.07,12.64,0.865,0.080
9933998,76.60,52.85,22.75,12.62,0.865,0.080
9934501,76.60,51.97,23.07,12.64,0.865,0.095
9935005,79.24,52.85,23.07,12.64,0.865,0.095
9935509,78.36,52.85,23.54,12.60,0.865,0.080
9936013,77.48,52.85,23.07,12.64,0.865,0.095
9936517,78.36,52.85,22.91,12.62,0.865,0.080
9937020,77.48,54.61,24.02,12.57,0.865,-0.024
9937524,78.36,52.85,23.23,12.68,0.865,0.080
9938028,78.36,52.85,22.91,12.62,0.865,0.080
9938532,73.09,52.85,23.54,12.59,0.895,0.139
9939036,68.69,48.45,24.49,12.44,0.880,0.302
9939539,95.96,37.01,24.17,12.59,0.850,-0.349
9940043,66.05,53.73,23.54,11.82,0.850,0.139
9940547,82.76,56.37,24.02,12.57,0.524,0.051
9941051,78.36,52.85,22.44,12.68,1.191,0.258
9941555,77.48,52.85,23.38,12.64,0.835,0.080
9942059,78.36,52.85,23.54,12.62,0.835,0.080
9942562,77.48,52.85,23.23,12.64,0.835,0.080
9943066,71.33,54.61,23.86,12.66,0.850,0.095
9943570,76.60,52.85,23.07,12.66,0.850,0.080
9944074,76.60,52.85,23.38,12.64,0.835,0.080
9944578,77.48,52.85,23.07,12.62,0.835,0.095
9945081,77.48,52.85,23.07,12.64,0.850,0.080
9945585,77.48,52.85,23.07,12.64,0.850,0.065
9946089,75.72,52.85,23.38,12.62,0.880,0.080
9946593,79.24,52.85,23.54,12.60,0.835,0.080
9947097,78.36,52.85,23.54,12.64,0.865,0.065
9947600,75.72,52.85,23.23,12.64,0.835,0.080
9948104,77.48,52.85,23.07,12.62,0.880,0.080
9948608,89.80,54.61,24.17,12.62,0.865,0.006
9949112,77.48,52.85,23.38,12.62,0.850,0.080
9949616,79.24,52.85,23.86,12.81,0.998,-0.083
9950119,78.36,46.69,25.75,12.66,0.880,0.169
9950623,74.84,56.37,22.28,12.82,1.072,0.510
9951128,78.36,52.85,22.91,12.46,1.309,-0.186
9951632,74.84,52.85,23.07,12.64,0.865,0.421
9952136,77.48,52.85,23.38,12.60,0.850,0.080
9952640,78.36,52.85,23.38,12.62,0.865,0.065
9953143,76.60,52.85,23.70,12.62,0.865,0.080
9953647,77.48,52.85,22.91,12.64,0.850,0.080
9954151,67.81,52.85,22.91,12.60,0.776,0.065
9954655,77.48,52.85,23.23,12.68,0.880,0.080
9955159,78.36,51.97,23.23,12.62,0.850,0.095
9955662,78.36,51.97,22.91,12.62,0.880,0.080
9956166,77.48,52.85,23.07,12.62,0.865,0.095
9956670,77.48,52.85,23.38,12.59,0.850,0.080
9957174,77.48,52.85,23.23,12.62,0.880,0.080
9957678,76.60,52.85,22.75,12.62,0.865,0.080
9958181,78.36,52.85,23.38,12.62,0.850,0.080
9958685,77.48,52.85,22.91,12.64,0.880,0.080
9959189,75.72,52.85,23.23,12.64,0.865,0.080
9959693,76.60,52.85,23.38,12.62,0.865,0.080
9960197,78.36,52.85,22.91,12.64,0.865,0.080
9960700,77.48,52.85,23.07,12.62,0.835,0.080
9961204,77.48,52.85,22.60,12.62,0.880,0.080
9961708,78.36,52.85,23.23,12.62,0.865,0.095
9962212,78.36,52.85,23.07,12.64,0.895,0.080
9962716,77.48,52.85,23.07,12.64,0.880,0.080
9963219,78.36,52.85,22.91,12.62,0.865,0.095
9963723,78.36,52.85,23.38,12.62,0.865,0.080
9964227,77.48,52.85,23.23,12.64,0.895,0.095
9964731,78.36,52.85,22.91,12.64,0.865,0.095
9965235,76.60,52.85,23.07,12.64,0.880,0.080
9965739,77.48,52.85,22.60,12.62,0.865,0.095
9966242,77.48,52.85,22.91,12.59,0.865,0.080
9966746,76.60,52.85,23.07,12.62,0.880,0.080
9967250,76.60,52.85,23.07,12.62,0.880,0.080
9967754,77.48,52.85,23.54,12.62,0.865,0.080
9968258,77.48,51.97,23.70,12.64,0.673,0.006
9968761,68.69,56.37,24.65,12.59,0.895,0.273
9969265,69.57,65.17,25.75,12.18,0.747,-0.172
9969769,77.48,52.85,22.91,12.59,0.687,-0.201
9970273,78.36,51.97,23.38,12.64,0.806,-0.305
9970777,76.60,51.97,23.07,12.62,0.865,0.095
9971280,80.12,51.97,24.02,12.62,0.880,0.006
9971784,79.24,52.85,23.07,12.62,0.865,0.080
9972288,77.48,52.85,23.07,12.62,0.865,0.080
9972792,77.48,52.85,22.75,12.62,0.865,0.080
9973296,77.48,52.85,23.23,12.64,0.865,0.095
9973799,79.24,51.97,23.23,12.62,0.865,0.080
9974303,77.48,51.97,23.23,12.64,0.865,0.080
9974807,78.36,51.97,23.07,12.66,0.865,0.095
9975311,76.60,51.97,23.07,12.64,0.880,0.080
9975815,77.48,52.85,23.07,12.62,0.865,0.080
9976318,75.72,51.97,22.60,12.62,0.865,0.080
9976822,78.36,51.97,23.38,12.64,0.865,0.065
9977326,76.60,51.97,23.07,12.62,0.865,0.080
9977830,78.36,52.85,23.86,12.64,0.865,0.080
9978334,77.48,52.85,23.07,12.62,0.865,0.080
9978838,74.84,52.85,22.91,12.62,0.865,0.080
9979341,77.48,52.85,22.91,12.62,0.865,0.095
9979845,76.60,51.97,23.38,12.62,0.865,0.095
9980349,76.60,51.97,23.38,12.64,0.865,0.080
9980853,76.60,51.97,23.23,12.64,0.835,0.080
9981357,77.48,52.85,23.54,12.62,0.865,0.080
9981860,77.48,52.85,23.23,12.66,0.880,0.065
9982364,76.60,51.97,23.07,12.62,0.895,0.080
9982868,81.00,51.97,23.70,12.59,0.717,0.006
9983372,96.84,40.53,23.86,12.53,1.191,-0.098
9983876,84.52,41.41,26.70,12.09,1.147,0.125
9984379,82.76,56.37,25.12,12.59,1.072,0.006
9984883,79.24,51.97,23.23,12.82,1.132,0.362
9985387,77.48,51.97,23.23,12.64,0.599,-0.157
9985891,77.48,52.85,23.07,12.64,0.850,0.065
9986395,76.60,51.97,22.91,12.62,0.835,0.080
9986898,78.36,51.97,22.75,12.62,0.835,0.080
9987402,78.36,52.85,23.23,12.62,0.880,0.080
9987906,78.36,51.97,23.07,12.64,0.835,0.095
9988410,78.36,52.85,23.23,12.62,0.806,-0.024
9988914,77.48,52.85,23.23,12.62,0.835,0.080
9989417,77.48,52.85,22.75,12.64,0.835,0.080
9989921,78.36,52.85,23.23,12.68,0.865,0.095
9990425,76.60,52.85,23.38,12.64,0.850,0.095
9990929,78.36,52.85,23.38,12.62,0.850,0.095
9991433,77.48,52.85,23.38,12.62,0.880,0.080
9991937,76.60,52.85,23.70,12.64,0.850,0.095
9992440,77.48,52.85,23.07,12.62,0.865,0.095
9992944,73.09,52.85,22.28,12.53,0.850,0.006
9993448,82.76,56.37,23.54,12.40,0.761,-0.542
9993952,68.69,37.01,27.17,12.66,0.747,0.051
9994456,68.69,71.33,24.33,12.66,0.924,0.243
9994959,78.36,52.85,23.07,12.59,1.058,0.376
9995463,78.36,52.85,23.07,12.64,0.865,0.080
9995967,79.24,52.85,23.54,12.62,0.880,0.080
9996471,77.48,52.85,23.54,12.62,0.850,0.080
9996975,78.36,52.85,23.07,12.64,0.880,0.080
9997478,76.60,52.85,22.75,12.64,0.865,0.065
9997982,76.60,52.85,23.07,12.64,0.865,0.095
9998486,78.36,52.85,23.23,12.66,0.880,0.080
9998990,76.60,52.85,23.07,12.64,0.865,0.080
9999494,76.60,52.85,23.07,12.62,0.865,0.095
9999997,86.28,52.85,23.86,12.64,0.865,-0.024
10000502,78.36,52.85,23.07,12.64,0.835,0.080
10001006,78.36,52.85,23.38,12.59,0.865,0.065
10001510,77.48,52.85,23.38,12.60,0.865,0.065
10002014,79.24,52.85,23.70,12.60,0.850,0.065
10002518,75.72,52.85,22.91,12.60,0.835,0.065
10003021,76.60,52.85,23.07,12.64,0.880,0.065
10003525,77.48,52.85,18.81,12.64,0.880,0.065
10004029,76.60,52.85,22.91,12.62,0.865,0.080
10004533,77.48,52.85,23.70,12.62,0.880,0.080
10005037,79.24,52.85,23.38,12.62,0.865,0.080
10005540,67.81,54.61,23.86,12.66,0.776,0.006
10006044,78.36,52.85,22.91,12.64,0.835,0.080
10006548,75.72,52.85,23.54,12.62,0.835,0.080
10007052,77.48,52.85,23.54,12.64,0.835,0.080
10007556,77.48,52.85,23.38,12.66,0.835,0.080
10008059,76.60,52.85,22.91,12.64,0.835,0.080
10008563,77.48,52.85,23.54,12.64,0.880,0.065
10009067,79.24,52.85,22.91,12.60,0.835,0.080
10009572,79.24,52.85,23.70,12.62,0.835,0.080
10010076,78.36,52.85,23.07,12.62,0.865,0.080
10010579,76.60,51.97,23.23,12.62,0.880,0.080
10011083,78.36,52.85,22.91,12.68,1.117,-0.112
10011587,77.48,51.97,22.91,12.62,0.880,0.080
10012091,81.88,52.85,25.43,12.59,0.984,0.095
10012595,68.69,51.97,22.91,12.38,1.072,0.465
10013099,96.84,75.72,25.28,12.38,1.087,0.421
10013602,82.76,51.09,24.96,12.81,0.643,0.184
10014106,80.12,51.97,21.65,12.75,0.524,0.243
10014610,78.36,51.97,23.54,12.60,0.643,0.421
10015114,79.24,51.97,23.70,12.60,0.835,0.065
10015618,78.36,51.97,23.07,12.64,0.835,0.080
10016121,78.36,51.97,23.38,12.62,0.865,0.065
10016625,78.36,51.97,23.38,12.64,0.880,0.065
10017129,82.76,51.97,21.97,12.70,0.776,-0.024
10017634,78.36,51.97,23.70,12.62,0.835,0.080
10018138,77.48,52.85,23.70,12.62,0.880,0.080
10018641,79.24,52.85,23.07,12.60,0.880,0.065
10019145,78.36,52.85,23.23,12.64,0.880,0.080
10019649,79.24,52.85,23.38,12.64,0.880,0.065
10020153,77.48,52.85,23.23,12.62,0.835,0.080
10020657,77.48,52.85,23.07,12.64,0.880,0.080
10021160,79.24,52.85,23.38,12.64,0.835,0.095
10021664,77.48,52.85,23.70,12.64,0.880,0.080
10022168,79.24,51.97,22.91,12.64,0.865,0.065
10022672,77.48,52.85,22.60,12.62,0.880,0.080
10023176,79.24,51.97,23.54,12.59,0.880,0.080
10023680,78.36,51.97,23.70,12.64,0.835,0.065
10024183,79.24,52.85,23.54,12.64,0.835,0.080
10024687,79.24,52.85,22.75,12.66,0.850,0.080
10025191,79.24,51.97,23.70,12.62,0.865,0.080
10025695,78.36,51.97,23.38,12.64,0.835,0.080
10026199,77.48,52.85,23.23,12.64,0.880,0.065
10026702,77.48,52.85,23.23,12.64,0.880,0.080
10027207,78.36,51.97,24.02,12.64,0.865,0.080
10027711,78.36,52.85,23.23,12.60,0.835,0.080
10028215,76.60,51.97,23.54,12.46,1.072,0.139
10028719,96.84,51.97,27.96,12.66,0.599,-0.142
10029222,65.17,32.62,28.75,12.59,1.072,-0.053
10029726,96.84,39.65,23.54,12.97,1.206,-0.305
10030230,79.24,56.37,25.43,12.82,1.191,0.243
10030734,79.24,52.85,21.65,12.60,0.524,0.110
10031238,79.24,52.85,23.38,12.60,0.880,0.080
10031741,78.36,52.85,23.23,12.62,0.880,0.080
10032245,79.24,52.85,23.23,12.70,0.835,0.065
10032749,78.36,52.85,22.91,12.66,0.835,0.080
10033253,79.24,52.85,23.23,12.66,0.850,0.065
10033757,87.16,51.97,24.33,12.60,0.910,0.139
10034260,78.36,52.85,23.07,12.68,0.835,0.080
10034764,77.48,52.85,23.38,12.59,0.865,0.065
10035269,76.60,52.85,23.23,12.62,0.880,0.080
10035773,77.48,52.85,21.34,12.38,0.776,-0.053
10036277,66.93,51.97,27.48,12.51,1.117,-0.186
10036781,68.69,54.61,27.01,12.38,1.058,0.184
10037284,78.36,52.85,21.18,12.48,0.658,0.273
10037788,78.36,52.85,23.23,12.62,0.835,-0.068
10038292,79.24,52.85,23.54,12.60,0.835,0.051
10038796,80.12,51.97,23.86,12.64,0.850,0.080
10039300,82.76,54.61,23.86,12.51,0.776,0.051
10039803,76.60,52.85,23.54,12.62,0.850,0.080
10040307,79.24,52.85,23.54,12.62,0.850,0.080
10040811,76.60,52.85,23.23,12.64,0.835,0.080
10041315,79.24,52.85,23.23,12.62,0.865,0.080
10041819,78.36,52.85,23.38,12.62,0.880,0.080
10042322,78.36,52.85,22.91,12.64,0.835,0.080
10042826,77.48,52.85,23.07,12.59,0.865,0.065
10043331,77.48,52.85,23.23,12.64,0.880,0.080
10043835,78.36,52.85,23.07,12.64,0.880,0.065
10044339,78.36,52.85,23.38,12.64,0.880,0.080
10044843,74.84,51.97,23.07,12.55,0.776,0.110
10045346,79.24,52.85,23.38,12.62,0.880,0.080
10045850,77.48,52.85,22.91,12.59,0.850,0.080
10046354,77.48,52.85,22.75,12.62,0.865,0.080
10046858,79.24,52.85,23.38,12.64,0.880,0.065
10047362,79.24,52.85,23.70,12.62,0.850,0.080
10047865,77.48,52.85,23.07,12.64,0.835,0.080
10048369,80.12,52.85,23.70,12.59,0.865,0.080
10048873,79.24,52.85,23.23,12.62,0.835,0.080
10049377,79.24,52.85,22.91,12.62,0.835,0.080
10049881,76.60,52.85,23.70,12.66,0.880,0.065
10050384,70.45,51.97,24.02,12.53,0.910,-0.024
10050888,76.60,52.85,23.54,12.62,0.850,0.080
10051392,77.48,52.85,23.07,12.64,0.835,0.065
10051896,79.24,52.85,23.23,12.64,0.850,0.080
10052401,79.24,52.85,23.54,12.60,0.835,0.065
10052904,78.36,52.85,23.07,12.62,0.850,0.080
10053408,77.48,52.85,22.91,12.64,0.880,0.080
10053912,79.24,52.85,23.38,12.64,0.880,0.080
10054416,79.24,52.85,25.43,12.59,1.102,0.110
10054920,82.76,51.97,27.96,12.48,0.998,0.006
10055424,53.73,82.76,29.38,12.48,0.554,0.213
10055927,56.37,55.49,23.86,12.59,1.161,-0.157
10056431,76.60,52.85,24.96,12.66,1.191,0.421
10056935,77.48,52.85,23.23,12.62,1.191,-0.186
10057439,76.60,52.85,22.91,12.66,0.850,0.065
10057943,77.48,52.85,23.38,12.62,0.835,0.080
10058446,77.48,52.85,23.38,12.64,0.835,0.080
10058950,77.48,52.85,23.70,12.64,0.865,0.080
10059454,79.24,52.85,23.70,12.62,0.880,0.065
10059958,79.24,52.85,23.54,12.64,0.865,0.065
10060462,79.24,52.85,23.07,12.62,0.865,0.065
10060966,76.60,52.85,23.07,12.62,0.835,0.080
10061470,87.16,54.61,24.17,12.46,0.791,0.139
10061974,79.24,52.85,23.23,12.64,0.880,0.065
10062478,78.36,52.85,23.38,12.64,0.880,0.080
10062982,79.24,52.85,23.70,12.60,0.835,0.080
10063485,80.12,52.85,23.38,12.64,0.880,0.080
10063989,77.48,52.85,22.75,12.62,0.865,0.080
10064493,77.48,52.85,22.75,12.64,0.880,0.080
10064997,79.24,52.85,23.38,12.59,0.835,0.080
10065501,77.48,52.85,23.54,12.59,0.880,0.080
10066004,77.48,52.85,22.75,12.60,0.880,0.080
10066508,78.36,52.85,23.07,12.59,0.835,0.095
10067012,78.36,52.85,23.07,12.64,0.835,0.065
10067516,79.24,52.85,22.75,12.64,0.835,0.080
10068020,78.36,52.85,23.23,12.64,0.835,0.080
10068524,78.36,52.85,23.38,12.66,0.850,0.080
10069027,79.24,52.85,23.54,12.60,0.880,0.065
10069531,79.24,52.85,23.38,12.60,0.865,0.065
10070036,80.12,52.85,22.91,12.64,0.880,0.080
10070540,80.12,52.85,23.07,12.62,0.835,0.080
10071044,79.24,52.85,23.07,12.62,0.880,0.080
10071547,79.24,53.73,22.75,12.64,0.835,0.080
10072051,77.48,53.73,23.38,12.62,0.850,0.080
10072555,78.36,52.85,23.23,12.60,0.835,0.080
10073059,77.48,53.73,23.07,12.64,0.880,0.065
10073563,81.00,52.85,21.81,12.79,1.028,0.139
10074066,68.69,54.61,22.91,12.49,0.599,-0.083
10074570,53.73,54.61,22.91,12.59,0.998,-0.216
10075074,71.33,54.61,22.91,12.59,0.984,-0.142
10075578,80.12,52.85,27.80,12.55,1.191,0.258
10076082,78.36,53.73,23.23,12.64,1.043,0.406
10076585,79.24,52.85,23.07,12.64,0.835,0.095
10077089,79.24,52.85,23.23,12.62,0.865,0.065
10077593,79.24,53.73,23.07,12.68,0.835,0.080
10078098,79.24,52.85,23.07,12.62,0.850,0.080
10078602,71.33,51.97,23.86,12.51,0.776,0.228
10079106,79.24,53.73,23.38,12.60,0.880,0.065
10079609,77.48,53.73,23.38,12.60,0.880,0.065
10080113,79.24,53.73,23.38,12.64,0.865,0.065
10080617,78.36,53.73,22.91,12.64,0.880,0.080
10081121,80.12,53.73,23.07,12.64,0.880,0.065
10081625,74.84,53.73,23.07,12.64,0.954,0.021
10082128,63.41,56.37,23.70,12.68,0.436,-0.142
10082632,50.21,54.61,23.70,12.57,1.072,0.391
10083136,95.96,39.65,23.70,12.79,0.924,0.184
10083640,67.81,52.85,24.96,12.53,0.554,0.051
10084144,80.12,56.37,23.38,12.64,0.687,0.450
10084647,78.36,53.73,22.91,12.60,0.850,0.065
10085151,78.36,53.73,22.91,12.60,0.880,0.080
10085655,78.36,53.73,22.75,12.60,0.865,0.080
10086159,80.12,52.85,23.38,12.66,0.835,0.065
10086664,80.12,52.85,23.07,12.64,0.865,0.080
10087168,80.12,53.73,23.07,12.66,0.835,0.065
10087671,78.36,53.73,23.38,12.62,0.865,0.080
10088175,78.36,53.73,23.38,12.60,0.880,0.080
10088679,77.48,53.73,23.38,12.59,0.850,0.080
10089183,78.36,53.73,23.07,12.62,0.850,0.080
10089687,73.09,53.73,21.81,12.64,0.939,0.021
10090190,80.12,53.73,23.38,12.66,0.880,0.080
10090694,79.24,53.73,23.07,12.64,0.850,0.080
10091198,77.48,53.73,23.23,12.64,0.835,0.065
10091702,79.24,53.73,22.91,12.66,0.880,0.080
10092206,78.36,53.73,23.23,12.62,0.835,0.065
10092709,79.24,53.73,22.91,12.64,0.835,0.065
10093213,79.24,53.73,23.23,12.64,0.835,0.080
10093717,78.36,52.85,23.54,12.62,0.835,0.080
10094221,79.24,53.73,23.23,12.62,0.835,0.080
10094725,80.12,53.73,23.38,12.64,0.880,0.065
10095229,78.36,53.73,23.38,12.60,0.835,0.080
10095733,78.36,53.73,23.70,12.64,0.865,0.080
10096237,78.36,53.73,23.38,12.59,0.880,0.080
10096741,81.88,53.73,21.65,12.48,1.191,-0.112
10097245,91.56,54.61,27.48,12.73,0.998,0.347
10097748,53.73,25.58,28.27,12.48,0.880,-0.394
10098252,88.04,58.13,22.91,12.59,0.524,0.169
10098756,77.48,53.73,21.81,12.82,0.554,0.376
10099260,80.12,52.85,23.23,12.68,0.524,-0.024
10099764,79.24,52.85,22.75,12.66,0.835,0.051
10100268,79.24,53.73,23.23,12.68,0.850,0.065
10100771,81.88,56.37,22.60,12.70,0.880,0.021
10101275,79.24,52.85,22.91,12.60,0.895,0.080
10101779,79.24,52.85,23.86,12.64,0.850,0.080
10102283,80.12,52.85,22.91,12.59,0.865,0.065
10102788,79.24,52.85,23.07,12.64,0.850,0.080
10103291,79.24,53.73,22.91,12.64,0.880,0.065
10103795,79.24,53.73,22.91,12.64,0.850,0.095
10104299,78.36,53.73,23.38,12.60,0.865,0.065
10104803,78.36,53.73,23.70,12.64,0.850,0.065
10105307,78.36,53.73,23.23,12.60,0.850,0.065
10105810,76.60,52.85,23.07,12.64,0.850,0.080
10106314,73.96,52.85,23.38,12.64,0.761,0.169
10106818,80.12,52.85,23.70,12.62,0.865,0.080
10107322,80.12,52.85,23.07,12.64,0.880,0.080
10107826,80.12,52.85,22.75,12.66,0.850,0.065
10108329,78.36,52.85,23.54,12.62,0.865,0.080
10108833,80.12,52.85,22.75,12.64,0.865,0.080
10109337,78.36,52.85,23.23,12.64,0.880,0.065
10109841,80.12,52.85,23.70,12.59,0.880,0.065
10110345,77.48,52.85,23.07,12.64,0.835,0.080
10110849,76.60,52.85,23.70,12.64,0.865,0.080
10111352,78.36,52.85,23.54,12.60,0.865,0.080
10111857,82.76,51.97,22.75,12.70,0.850,0.110
10112361,80.12,52.85,23.07,12.64,0.880,0.080
10112865,79.24,52.85,22.91,12.64,0.865,0.080
10113369,78.36,53.73,23.38,12.62,0.850,0.080
10113872,80.12,53.73,23.38,12.64,0.835,0.080
10114376,80.12,53.73,23.38,12.66,0.850,0.065
10114880,78.36,53.73,23.07,12.60,0.865,0.080
10115384,79.24,52.85,23.38,12.62,0.880,0.065
10115888,81.88,52.85,23.07,12.66,0.880,0.006
10116391,82.76,51.97,23.70,12.66,1.028,0.302
10116895,53.73,67.81,28.75,12.73,0.761,-0.053
10117399,91.56,55.49,24.49,12.59,0.998,0.228
10117903,75.72,54.61,26.22,12.46,0.554,0.036
10118407,80.12,52.85,23.86,12.62,0.910,0.125
10118910,78.36,52.85,23.54,12.64,0.865,0.095
10119414,77.48,52.85,23.23,12.64,0.850,0.065
10119918,77.48,52.85,22.75,12.60,0.865,0.065
10120423,79.24,52.85,22.28,12.60,0.865,0.080
10120927,80.12,52.85,23.07,12.62,0.865,0.080
10121431,78.36,52.85,22.75,12.60,0.865,0.065
10121934,79.24,52.85,22.91,12.59,0.880,0.065
10122438,79.24,52.85,23.70,12.66,0.865,0.080
10122942,78.36,52.85,23.07,12.62,0.835,0.065
10123446,75.72,51.97,24.96,12.48,0.687,0.125
10123950,66.05,51.97,22.91,12.79,0.554,-0.261
10124453,51.97,79.24,23.86,12.68,0.776,0.495
10124957,53.73,39.65,29.22,12.68,0.924,-0.112
10125461,98.60,55.49,28.11,12.59,0.717,0.125
10125965,79.24,52.85,22.91,12.62,0.702,-0.172
10126469,79.24,52.85,23.54,12.62,0.850,0.080
10126972,77.48,52.85,23.07,12.64,0.850,0.065
10127476,79.24,52.85,23.86,12.62,0.865,0.065
10127980,80.12,52.85,23.38,12.64,0.880,0.065
10128485,77.48,52.85,22.75,12.64,0.850,0.080
10128989,82.76,51.97,24.80,12.48,0.791,0.006
10129492,78.36,52.85,23.70,12.62,0.835,0.080
10129996,80.12,52.85,23.07,12.64,0.880,0.080
10130500,79.24,52.85,23.07,12.62,0.880,0.065
10131004,80.12,52.85,23.07,12.64,0.880,0.065
10131508,78.36,52.85,23.07,12.64,0.850,0.065
10132012,79.24,52.85,22.91,12.62,0.835,0.080
10132515,78.36,52.85,23.70,12.66,0.850,0.065
10133019,80.12,52.85,23.07,12.62,0.865,0.080
10133523,80.12,52.85,23.07,12.62,0.895,0.080
10134027,80.12,52.85,22.91,12.66,0.865,0.065
10134531,79.24,52.85,22.91,12.68,0.865,0.065
10135034,79.24,52.85,23.23,12.68,0.865,0.080
10135538,81.00,51.97,23.70,12.64,0.865,0.080
10136042,78.36,51.97,23.07,12.64,0.865,0.080
10136546,78.36,52.85,23.23,12.62,0.835,0.080
10137050,80.12,51.97,23.23,12.62,0.850,0.080
10137554,80.12,51.97,22.75,12.66,0.865,0.065
10138058,80.12,52.85,22.75,12.64,0.835,0.080
10138562,78.36,52.85,22.75,12.62,0.865,0.065
10139066,79.24,52.85,23.38,12.62,0.865,0.065
10139570,80.12,52.85,23.07,12.62,0.880,0.065
10140073,80.12,52.85,23.70,12.64,0.880,0.080
10140577,75.72,52.85,25.43,12.59,0.732,0.169
10141081,53.73,51.97,27.48,12.64,1.117,0.332
10141585,53.73,25.58,26.22,12.38,0.910,0.347
10142089,73.96,51.09,27.96,12.48,1.043,0.125
10142593,81.88,49.33,25.43,12.97,1.102,-0.172
10143096,79.24,52.85,24.33,12.64,0.806,0.569
10143600,80.12,52.85,22.75,12.62,0.865,0.095
10144104,78.36,52.85,23.54,12.62,0.850,0.080
10144608,78.36,52.85,22.75,12.62,0.865,0.080
10145113,80.12,52.85,23.38,12.62,0.865,0.080
10145616,82.76,51.97,24.02,12.64,0.895,0.021
10146120,80.12,52.85,22.75,12.64,0.880,0.080
10146624,80.12,52.85,23.38,12.66,0.880,0.080
10147128,80.12,52.85,23.38,12.66,0.865,0.065
10147632,80.12,52.85,23.23,12.64,0.850,0.065
10148135,79.24,52.85,23.70,12.62,0.865,0.080
10148639,79.24,53.73,23.07,12.68,0.865,0.080
10149143,79.24,52.85,23.38,12.60,0.880,0.080
10149647,80.12,52.85,23.07,12.64,0.850,0.065
10150151,78.36,52.85,22.75,12.62,0.880,0.065
10150654,78.36,52.85,23.23,12.66,0.865,0.080
10151158,84.52,54.61,24.65,12.57,0.821,0.095
10151662,78.36,52.85,22.91,12.60,0.865,0.080
10152166,80.12,52.85,22.91,12.66,0.835,0.065
10152670,80.12,52.85,22.91,12.64,0.880,0.065
