Time,Temp1F,Temp2F,RH,Pres,AccX,AccZ
4737354,46.69,0.94,15.19,0.14,0.036,-0.897
4737858,44.93,0.94,14.71,0.14,0.021,-0.883
4738362,44.05,0.94,14.71,0.16,0.036,-0.897
4738866,44.05,0.06,14.87,0.16,0.036,-0.883
4739369,46.69,0.94,14.87,0.16,0.021,-0.868
4739873,45.81,0.94,14.71,0.12,0.006,-0.868
4740376,44.93,0.94,15.34,0.14,0.021,-0.853
4740880,46.69,0.94,15.03,0.16,-0.009,-0.868
4741384,45.81,0.94,15.19,0.14,0.051,-0.897
4741888,44.93,0.94,15.03,0.16,0.021,-0.868
4742391,45.81,0.94,14.71,0.14,0.051,-0.897
4742895,46.69,0.94,14.87,0.16,0.021,-0.868
4743399,45.81,0.94,14.71,0.14,0.006,-0.868
4743903,45.81,0.94,14.24,0.12,-0.038,-0.853
4744407,45.81,0.94,14.56,0.16,0.036,-0.838
4744910,59.01,0.94,13.45,0.20,0.065,-0.823
4745414,44.05,0.94,14.56,0.16,0.110,-0.868
4745918,41.41,0.94,16.13,0.20,0.006,-0.838
4746422,35.26,-2.57,17.55,0.01,0.258,-0.690
4746926,25.58,-6.09,13.45,0.01,-0.127,-1.001
4747428,53.73,-13.13,18.34,0.18,0.273,-0.838
4747932,51.09,0.06,11.88,0.32,-0.172,-1.164
4748436,44.93,0.06,16.13,0.18,-0.157,-0.971
4748940,44.05,0.06,14.40,0.14,0.006,-0.883
4749444,46.69,0.06,14.87,0.16,0.021,-0.897
4749947,45.81,0.06,14.40,0.14,0.021,-0.912
4750451,44.93,0.06,15.03,0.16,0.006,-0.912
4750955,45.81,0.06,15.03,0.16,0.006,-0.897
4751459,46.69,0.06,15.03,0.14,-0.024,-0.883
4751963,46.69,0.06,15.03,0.14,-0.009,-0.883
4752466,44.05,-0.82,14.87,0.16,0.006,-0.883
4752970,45.81,-0.82,15.03,0.12,-0.009,-0.883
4753474,44.05,-0.82,14.87,0.16,-0.009,-0.897
4753978,45.81,-0.82,15.03,0.16,0.006,-0.853
4754481,46.69,-1.70,14.24,0.14,-0.009,-0.883
4754984,44.93,-1.70,15.19,0.16,0.006,-0.868
4755488,43.17,-1.70,15.34,0.14,0.036,-0.823
4755992,45.81,-1.70,15.03,0.12,0.021,-0.853
4756496,50.21,-1.70,14.08,0.03,0.080,-0.897
4757000,57.25,-2.57,14.08,0.10,0.021,-1.164
4757504,44.93,-4.33,12.51,0.01,0.169,-0.853
4758007,45.81,-1.70,14.87,0.32,0.080,-1.105
4758511,43.17,-0.82,15.34,0.14,-0.009,-0.912
4759015,46.69,-1.70,14.87,0.18,0.021,-0.912
4759519,46.69,-1.70,14.87,0.12,-0.009,-0.912
4760023,46.69,-1.70,15.19,0.12,-0.053,-0.927
4760526,44.93,-1.70,15.03,0.16,-0.024,-0.868
4761030,44.05,-1.70,14.71,0.16,0.006,-0.897
4761534,46.69,-1.70,14.40,0.16,0.051,-0.912
4762038,44.93,-1.70,15.19,0.16,0.051,-0.912
4762542,44.93,-0.82,15.19,0.14,0.006,-0.897
4763044,46.69,-1.70,14.40,0.14,0.036,-0.897
4763548,46.69,-1.70,15.03,0.16,0.051,-0.883
4764052,44.05,-1.70,14.87,0.16,-0.009,-0.883
4764556,44.93,-0.82,15.03,0.14,0.006,-0.883
4765060,44.05,-1.70,14.71,0.16,0.036,-0.883
4765563,44.93,-0.82,15.82,0.14,0.021,-0.868
4766067,46.69,-1.70,15.19,0.14,-0.024,-0.853
4766571,45.81,-1.70,14.87,0.12,0.036,-0.853
4767075,45.81,-0.82,15.34,0.16,-0.053,-0.868
4767579,44.93,-0.82,14.71,0.14,-0.009,-0.838
4768082,44.93,-0.82,14.40,0.14,0.006,-0.838
4768586,46.69,-0.82,14.56,0.16,0.036,-0.853
4769090,44.93,-0.82,15.03,0.16,0.006,-0.868
4769594,45.81,-0.82,14.71,0.16,-0.009,-0.897
4770098,44.05,-0.82,14.87,0.16,-0.009,-0.912
4770601,44.05,-0.82,15.03,0.16,0.036,-0.897
4771104,45.81,-0.82,14.71,0.16,-0.009,-0.912
4771608,44.93,-0.82,15.03,0.16,-0.024,-0.868
4772112,44.93,-1.70,14.87,0.12,0.006,-0.868
4772616,45.81,-0.82,14.56,0.14,0.006,-0.868
4773120,44.93,-1.70,15.19,0.16,0.021,-0.883
4773623,45.81,-1.70,14.56,0.16,-0.024,-0.897
4774127,46.69,-1.70,15.50,0.16,-0.024,-0.883
4774631,46.69,-1.70,14.40,0.14,0.006,-0.897
4775135,51.09,-1.70,13.61,0.25,0.036,-0.986
4775639,35.26,0.06,16.92,-0.15,0.065,-0.705
4776142,41.41,1.82,16.45,0.03,0.036,-0.957
4776646,43.17,0.06,17.08,0.05,0.184,-0.734
4777150,45.81,-0.82,15.34,-0.01,0.021,-0.631
4777654,46.69,-0.82,15.19,0.12,-0.009,-0.957
4778158,45.81,-0.82,14.56,0.14,0.021,-0.883
4778661,45.81,-1.70,14.56,0.16,0.036,-0.853
4779164,44.93,-0.82,14.71,0.10,0.169,-1.001
4779668,45.81,-0.82,14.87,0.16,0.006,-0.853
4780172,45.81,-0.82,15.19,0.14,0.051,-0.823
4780676,46.69,-0.82,15.34,0.14,0.051,-0.838
4781179,44.05,-0.82,15.19,0.16,0.036,-0.868
4781683,45.81,-0.82,15.19,0.16,0.006,-0.883
4782187,44.05,-1.70,14.71,0.14,0.051,-0.912
4782691,44.93,-0.82,14.87,0.14,0.006,-0.897
4783195,44.05,-0.82,15.03,0.16,0.021,-0.897
4783698,44.93,-0.82,15.50,0.16,0.021,-0.868
4784202,46.69,0.06,15.19,0.14,0.006,-0.868
4784706,44.05,-0.82,15.50,0.16,0.036,-0.897
4785210,42.29,-0.82,14.87,0.20,0.095,-0.883
4785714,46.69,0.06,14.40,0.14,0.021,-0.883
4786217,44.93,0.06,14.87,0.12,0.051,-0.897
4786720,46.69,0.06,15.19,0.14,0.006,-0.927
4787224,45.81,-0.82,14.08,0.14,-0.009,-0.927
4787728,46.69,-0.82,14.87,0.14,0.036,-0.912
4788232,46.69,-0.82,15.03,0.14,0.006,-0.868
4788736,44.93,-0.82,14.87,0.14,0.021,-0.868
4789239,44.93,-0.82,15.34,0.14,0.021,-0.868
4789743,46.69,-0.82,15.50,0.14,-0.038,-0.868
4790247,46.69,-0.82,14.08,0.12,-0.009,-0.853
4790751,59.01,0.06,17.39,0.20,-0.038,-0.883
4791255,45.81,-0.82,15.34,0.12,0.051,-0.853
4791758,46.69,-0.82,14.87,0.16,0.051,-0.853
4792262,45.81,-0.82,15.03,0.16,0.036,-0.853
4792766,44.05,-0.82,15.34,0.14,0.051,-0.809
4793270,44.93,-0.82,14.87,0.16,0.036,-0.853
4793774,37.89,-0.82,16.13,-0.06,0.006,-0.838
4794277,42.29,2.70,15.19,-0.04,0.287,-1.031
4794780,68.69,-4.33,16.13,0.32,0.065,-1.001
4795284,54.61,15.02,18.34,-0.10,0.021,-0.809
4795788,44.05,-0.82,13.92,0.12,-0.053,-0.675
4796292,43.17,-0.82,15.50,0.16,0.065,-0.853
4796795,35.26,-2.57,15.34,0.09,0.051,-0.927
4797299,44.93,-0.82,15.34,0.16,-0.009,-0.868
4797803,44.93,-0.82,15.19,0.16,0.006,-0.897
4798307,44.93,-0.82,15.03,0.12,0.051,-0.912
4798811,46.69,-0.82,15.03,0.12,0.065,-0.897
4799314,46.69,-0.82,15.03,0.14,0.006,-0.927
4799818,46.69,0.06,14.87,0.12,0.051,-0.942
4800322,44.93,0.06,14.56,0.16,0.021,-0.897
4800826,44.05,-0.82,15.82,0.16,0.021,-0.868
4801330,44.93,-0.82,15.50,0.14,0.021,-0.868
4801833,45.81,0.06,15.50,0.12,0.051,-0.868
4802337,55.49,-2.57,18.02,0.21,0.095,-0.853
4802840,46.69,0.06,14.71,0.14,0.006,-0.868
4803344,44.05,0.06,15.34,0.12,0.021,-0.853
4803848,46.69,0.06,15.50,0.14,0.051,-0.868
4804352,44.05,0.06,15.03,0.14,0.051,-0.853
4804855,44.93,0.06,14.71,0.14,-0.009,-0.868
4805359,39.65,-0.82,15.97,0.10,0.095,-0.897
4805863,36.13,1.82,20.39,0.05,-0.142,-0.971
4806367,62.53,-6.97,16.13,0.18,0.065,-0.720
4806871,44.93,2.70,18.97,-0.35,-0.024,-0.690
4807374,44.93,-0.82,15.66,0.14,0.065,-0.971
4807878,44.93,1.82,15.50,0.14,-0.009,-0.912
4808382,44.93,0.06,14.87,0.14,0.006,-0.897
4808886,44.93,0.06,15.03,0.12,-0.038,-0.897
4809390,45.81,0.06,15.50,0.14,-0.024,-0.912
4809892,46.69,0.06,15.50,0.16,0.006,-0.927
4810396,45.81,0.06,15.03,0.14,0.080,-0.912
4810900,46.69,0.06,15.34,0.14,0.065,-0.897
4811404,44.05,0.06,14.71,0.12,0.051,-0.897
4811908,44.93,0.06,15.66,0.16,-0.038,-0.883
4812411,46.69,0.94,15.50,0.14,-0.083,-0.868
4812915,45.81,0.06,14.71,0.16,-0.024,-0.868
4813419,44.93,0.94,14.56,0.14,0.036,-0.838
4813923,35.26,1.82,16.61,0.10,0.006,-0.838
4814427,44.05,0.94,15.34,0.16,0.006,-0.853
4814930,46.69,0.94,15.19,0.12,-0.009,-0.853
4815434,46.69,0.06,15.97,0.12,0.006,-0.823
4815938,43.17,0.06,15.19,0.16,-0.009,-0.838
4816442,45.81,0.94,15.19,0.14,0.036,-0.868
4816945,44.93,0.94,15.50,0.12,0.065,-0.853
4817448,45.81,0.94,15.34,0.12,0.051,-0.897
4817952,45.81,0.94,15.19,0.12,0.036,-0.897
4818456,46.69,0.94,15.34,0.14,0.051,-0.883
4818960,46.69,0.94,15.03,0.14,0.036,-0.897
4819464,46.69,0.94,15.03,0.14,-0.024,-0.897
4819968,44.93,0.94,15.03,0.16,0.021,-0.883
4820471,46.69,0.94,15.50,0.10,0.036,-0.897
4820975,45.81,0.94,15.82,0.14,-0.024,-0.897
4821479,46.69,1.82,15.34,0.12,0.051,-0.912
4821983,45.81,0.94,15.19,0.12,0.080,-0.912
4822487,44.93,0.94,14.87,0.16,0.036,-0.927
4822990,46.69,0.94,15.34,0.14,0.065,-0.868
4823494,40.53,0.94,14.56,0.10,0.302,-0.838
4823997,35.26,-2.57,13.14,0.20,0.169,-0.853
4824501,36.13,-11.37,17.87,0.20,0.036,-0.557
4825005,68.69,-2.57,13.14,-0.06,-0.275,-0.883
4825508,35.26,-2.57,13.14,-0.17,-0.009,-0.986
4826012,45.81,1.82,15.50,0.12,0.332,-0.853
4826516,44.05,1.82,14.87,0.16,0.006,-0.853
4827020,44.05,1.82,15.34,0.12,-0.009,-0.868
4827524,48.45,1.82,14.56,0.14,0.021,-0.868
4828027,44.05,2.70,15.19,0.10,0.006,-0.868
4828531,46.69,2.70,14.87,0.12,-0.009,-0.883
4829035,46.69,1.82,15.50,0.12,-0.009,-0.897
4829539,44.05,1.82,15.50,0.12,0.006,-0.883
4830043,44.93,1.82,15.19,0.16,0.006,-0.897
4830546,46.69,1.82,15.82,0.10,-0.024,-0.868
4831050,59.01,3.58,15.50,0.25,0.006,-0.986
4831554,44.93,1.82,15.34,0.14,0.036,-0.897
4832057,44.93,1.82,15.34,0.14,-0.024,-0.883
4832561,47.57,2.70,15.66,0.14,0.006,-0.883
4833064,44.93,1.82,15.50,0.12,0.051,-0.912
4833568,45.81,2.70,15.82,0.16,0.006,-0.897
4834072,46.69,1.82,14.71,0.10,0.080,-0.897
4834576,46.69,1.82,14.40,0.10,0.065,-0.897
4835080,44.93,1.82,15.34,0.10,0.036,-0.883
4835584,45.81,1.82,15.34,0.16,0.021,-0.897
4836087,44.93,1.82,15.34,0.14,0.051,-0.868
4836591,45.81,1.82,15.50,0.14,0.051,-0.868
4837095,35.26,1.82,18.50,0.23,-0.009,-0.957
4837599,46.69,1.82,15.50,0.12,0.036,-0.853
4838103,45.81,1.82,13.61,0.14,0.065,-0.868
4838606,46.69,1.82,14.87,0.12,0.036,-0.868
4839110,47.57,2.70,14.56,0.12,0.036,-0.883
4839613,46.69,1.82,15.03,0.14,0.036,-0.868
4840117,44.93,2.70,14.40,0.10,0.051,-0.883
4840621,44.93,2.70,15.34,0.16,0.036,-0.912
4841124,46.69,2.70,15.50,0.16,0.021,-0.897
4841628,45.81,2.70,14.40,0.10,0.021,-0.883
4842132,47.57,1.82,18.02,0.16,-0.098,-0.927
4842636,42.29,-6.09,15.34,0.03,-0.216,-0.957
4843140,25.58,12.38,17.55,0.20,0.154,-1.016
4843643,46.69,3.58,12.98,0.40,0.154,-1.105
4844147,44.93,1.82,17.08,0.20,0.213,-0.720
4844651,47.57,1.82,15.50,0.10,-0.098,-1.016
4845155,45.81,1.82,15.66,0.16,0.021,-0.897
4845659,44.93,1.82,15.34,0.14,0.051,-0.883
4846162,46.69,1.82,15.50,0.10,-0.024,-0.868
4846666,45.81,2.70,16.13,0.12,-0.009,-0.883
4847170,45.81,2.70,15.66,0.12,-0.024,-0.868
4847673,46.69,2.70,15.50,0.14,0.021,-0.868
4848177,46.69,1.82,14.71,0.12,0.036,-0.838
4848680,36.13,-0.82,18.02,0.20,0.154,-0.927
4849184,44.93,1.82,15.34,0.14,0.051,-0.853
4849688,45.81,1.82,15.03,0.12,0.006,-0.853
4850192,44.93,1.82,15.34,0.14,-0.024,-0.853
4850696,44.93,1.82,15.50,0.12,0.021,-0.853
4851200,46.69,0.94,14.71,0.12,0.080,-0.853
4851703,44.93,0.94,15.50,0.16,0.036,-0.868
4852207,44.93,0.94,15.19,0.14,0.051,-0.868
4852711,44.93,0.94,15.50,0.12,0.080,-0.853
4853215,44.93,0.94,15.50,0.14,0.065,-0.883
4853719,46.69,0.94,15.03,0.14,0.036,-0.883
4854222,44.93,1.82,15.50,0.14,0.036,-0.897
4854726,47.57,1.82,14.71,0.10,0.036,-0.883
4855229,45.81,0.94,14.71,0.12,0.006,-0.897
4855733,45.81,0.94,15.03,0.12,0.006,-0.897
4856237,45.81,0.94,15.03,0.10,-0.009,-0.897
4856740,46.69,0.94,14.87,0.10,0.006,-0.927
4857244,45.81,0.94,15.50,0.14,0.051,-0.883
4857748,46.69,0.06,16.76,0.10,0.021,-0.883
4858252,44.93,0.06,15.03,0.16,0.021,-0.883
4858756,46.69,0.06,15.50,0.10,0.036,-0.868
4859259,47.57,0.94,14.56,0.14,0.051,-0.868
4859763,46.69,0.94,15.50,0.14,0.051,-0.868
4860267,42.29,1.82,14.56,0.23,-0.083,-0.868
4860771,46.69,0.94,14.71,0.14,0.051,-0.838
4861275,36.13,0.94,18.02,0.09,0.243,-0.897
4861778,38.77,2.70,15.97,0.10,-0.216,-1.075
4862281,56.37,-3.45,13.14,-0.06,-0.127,-0.720
4862785,46.69,2.70,20.39,0.38,-0.216,-0.868
4863289,45.81,0.94,15.50,0.10,0.302,-0.868
4863793,48.45,0.94,14.71,0.14,0.021,-0.868
4864296,46.69,0.94,15.03,0.14,0.021,-0.883
4864800,45.81,0.94,15.19,0.12,0.006,-0.883
4865304,44.93,0.94,15.82,0.16,0.051,-0.868
4865808,44.93,0.94,15.19,0.12,-0.009,-0.912
4866312,36.13,0.94,14.08,0.18,0.154,-0.971
4866816,46.69,1.82,14.87,0.12,0.051,-0.883
4867319,46.69,1.82,15.03,0.10,0.006,-0.883
4867823,46.69,1.82,14.87,0.16,0.006,-0.897
4868327,44.93,1.82,15.19,0.10,-0.053,-0.883
4868831,45.81,1.82,15.34,0.12,-0.009,-0.912
4869335,44.93,0.94,15.50,0.12,0.006,-0.883
4869837,48.45,0.94,15.50,0.14,0.036,-0.883
4870341,45.81,0.94,15.50,0.12,0.065,-0.883
4870845,44.93,0.94,15.34,0.14,0.065,-0.883
4871349,46.69,0.94,15.19,0.12,0.065,-0.868
4871853,39.65,1.82,17.39,0.25,0.021,-0.838
4872356,48.45,0.94,15.03,0.16,0.036,-0.853
4872860,46.69,0.94,15.03,0.14,0.021,-0.868
4873364,45.81,0.94,15.82,0.14,-0.009,-0.868
4873868,47.57,0.94,15.66,0.12,0.006,-0.868
4874372,44.93,0.94,15.19,0.14,-0.009,-0.868
4874875,44.93,0.94,14.87,0.14,0.021,-0.868
4875379,46.69,0.94,15.03,0.10,0.051,-0.883
4875883,45.81,0.94,14.87,0.12,0.065,-0.883
4876387,46.69,0.94,15.03,0.16,0.021,-0.897
4876890,44.93,0.94,15.19,0.16,0.036,-0.897
4877393,47.57,0.94,15.34,0.14,0.051,-0.883
4877897,46.69,0.94,14.56,0.10,0.036,-0.883
4878401,45.81,1.82,15.50,0.12,0.021,-0.912
4878905,51.09,1.82,13.45,0.36,0.036,-0.986
4879409,52.85,2.70,16.92,0.01,0.065,-1.164
4879912,54.61,-2.57,17.55,0.31,0.036,-0.868
4880416,44.93,0.94,14.24,0.01,0.332,-0.868
4880920,46.69,1.82,15.34,0.29,0.139,-0.690
4881424,45.81,1.82,15.50,0.12,0.154,-0.942
4881928,47.57,1.82,15.50,0.14,-0.024,-0.868
4882432,46.69,1.82,14.71,0.16,0.036,-0.912
4882935,45.81,0.94,15.03,0.12,0.006,-0.868
4883439,46.69,1.82,14.87,0.12,-0.009,-0.853
4883943,42.29,1.82,14.24,0.25,-0.083,-0.957
4884446,45.81,1.82,15.03,0.12,0.036,-0.853
4884950,44.93,1.82,15.34,0.14,0.021,-0.823
4885453,46.69,1.82,15.03,0.10,-0.009,-0.823
4885957,45.81,1.82,15.03,0.12,-0.009,-0.853
4886461,46.69,0.94,15.82,0.10,0.036,-0.823
4886965,48.45,0.94,15.19,0.10,0.006,-0.868
4887469,45.81,0.94,15.19,0.12,0.006,-0.883
4887972,46.69,0.94,15.66,0.10,0.006,-0.868
4888476,45.81,0.94,15.50,0.12,-0.009,-0.897
4888980,47.57,0.06,15.66,0.12,-0.038,-0.897
4889484,36.13,-2.57,18.50,0.21,0.154,-1.016
4889988,46.69,0.06,16.13,0.12,-0.038,-0.912
4890491,44.93,0.06,14.87,0.14,0.021,-0.868
4890995,46.69,-0.82,15.82,0.12,0.036,-0.912
4891499,46.69,-0.82,15.82,0.10,0.036,-0.897
4892002,47.57,0.06,15.66,0.12,0.036,-0.897
4892506,46.69,0.06,15.34,0.14,0.051,-0.883
4893009,47.57,0.06,15.19,0.12,0.051,-0.897
4893513,46.69,0.06,14.71,0.14,0.036,-0.868
4894017,45.81,0.06,15.03,0.10,0.006,-0.868
4894521,46.69,0.06,15.50,0.12,0.006,-0.883
4895025,44.93,0.06,15.50,0.16,0.036,-0.853
4895528,46.69,0.06,15.50,0.14,0.036,-0.868
4896032,46.69,0.06,15.34,0.12,-0.009,-0.853
4896536,45.81,0.06,15.34,0.14,0.021,-0.868
4897040,48.45,0.06,15.34,0.10,0.065,-0.868
4897544,40.53,0.94,13.77,0.32,0.021,-0.986
4898048,51.97,2.70,14.87,0.14,0.021,-0.883
4898551,44.93,0.06,20.23,0.25,0.154,-0.794
4899054,47.57,0.94,16.61,0.29,0.080,-1.001
4899558,46.69,0.94,15.19,0.10,-0.009,-1.016
4900062,48.45,0.94,15.82,0.10,-0.009,-0.883
4900566,47.57,0.94,14.40,0.12,-0.009,-0.897
4901069,59.01,3.58,13.92,0.12,0.095,-0.942
4901573,47.57,0.94,15.97,0.12,0.051,-0.883
4902077,46.69,0.94,15.19,0.10,0.051,-0.883
4902581,46.69,0.94,14.87,0.12,-0.009,-0.912
4903085,45.81,0.94,15.03,0.16,0.006,-0.897
4903588,45.81,0.94,14.87,0.09,0.051,-0.883
4904092,46.69,0.94,15.19,0.12,0.006,-0.883
4904596,44.93,0.94,14.87,0.10,0.051,-0.868
4905100,44.93,0.94,15.34,0.10,0.021,-0.853
4905604,46.69,0.94,15.34,0.14,-0.009,-0.868
4906106,46.69,0.06,14.87,0.14,-0.009,-0.853
4906610,46.69,0.06,15.50,0.12,-0.009,-0.838
4907114,46.69,0.94,15.50,0.14,0.036,-0.853
4907618,44.93,0.94,15.19,0.16,-0.009,-0.868
4908122,47.57,0.94,15.19,0.16,-0.053,-0.853
4908625,44.93,0.94,15.50,0.14,-0.024,-0.868
4909129,46.69,0.06,15.50,0.12,-0.053,-0.868
4909633,46.69,0.06,15.66,0.12,0.036,-0.883
4910137,45.81,0.06,14.56,0.12,0.036,-0.897
4910641,45.81,0.06,15.19,0.16,0.051,-0.897
4911144,46.69,0.94,15.50,0.14,0.051,-0.883
4911648,45.81,0.94,14.87,0.12,0.051,-0.897
4912152,46.69,0.94,15.34,0.12,0.021,-0.883
4912656,59.01,0.94,17.08,0.18,0.051,-0.986
4913159,46.69,0.94,15.66,0.10,0.036,-0.883
4913662,47.57,0.94,15.82,0.14,0.036,-0.897
4914166,47.57,0.94,15.19,0.10,0.006,-0.897
4914670,45.81,0.94,15.50,0.12,0.036,-0.897
4915174,46.69,0.94,15.50,0.10,0.065,-0.897
4915678,44.05,0.94,13.14,0.20,-0.231,-0.942
4916182,35.26,-6.09,16.45,0.01,-0.231,-1.075
4916685,56.37,9.74,17.55,0.03,0.036,-1.120
4917189,49.33,-6.97,18.65,-0.15,-0.024,-0.497
4917693,44.93,0.94,15.34,0.16,0.021,-0.883
4918197,45.81,0.94,15.82,0.10,0.036,-0.883
4918701,45.81,-0.82,14.87,0.10,0.065,-0.912
4919204,48.45,1.82,15.50,0.10,0.036,-0.883
4919708,45.81,1.82,15.03,0.10,0.036,-0.868
4920211,46.69,1.82,14.87,0.12,0.036,-0.883
4920715,45.81,1.82,15.82,0.12,0.006,-0.883
4921219,48.45,1.82,15.19,0.10,-0.024,-0.868
4921722,44.93,1.82,15.66,0.14,0.006,-0.868
4922226,45.81,1.82,15.66,0.09,0.006,-0.868
4922730,45.81,0.94,15.03,0.10,0.036,-0.853
4923234,46.69,0.94,15.34,0.10,0.006,-0.868
4923738,44.93,1.82,15.19,0.10,0.036,-0.868
4924241,36.13,3.58,16.45,0.18,0.080,-0.809
4924745,47.57,0.94,15.82,0.14,-0.024,-0.883
4925249,46.69,0.94,15.19,0.16,-0.009,-0.897
4925753,43.17,0.94,14.08,-0.10,0.213,-0.868
4926257,36.13,2.70,17.39,-0.06,0.139,-1.001
4926760,72.21,2.70,16.76,0.14,0.273,-0.971
4927264,32.62,4.46,16.76,0.16,0.287,-0.971
4927767,47.57,2.70,15.66,0.32,-0.305,-0.764
4928271,49.33,0.94,13.92,0.03,-0.275,-0.853
4928775,49.33,0.94,15.82,0.14,-0.024,-0.853
4929278,47.57,0.94,15.82,0.10,0.021,-0.868
4929782,46.69,0.94,15.50,0.14,-0.024,-0.868
4930286,59.01,1.82,15.50,0.10,-0.038,-0.883
4930790,46.69,0.94,14.87,0.10,0.021,-0.868
4931294,45.81,0.94,15.66,0.14,0.006,-0.883
4931798,46.69,1.82,15.50,0.12,0.006,-0.868
4932301,44.93,1.82,15.03,0.12,-0.009,-0.897
4932805,48.45,2.70,15.50,0.10,0.021,-0.868
4933309,45.81,1.82,15.66,0.14,0.036,-0.897
4933813,46.69,1.82,15.66,0.10,0.036,-0.883
4934317,46.69,1.82,15.82,0.10,0.036,-0.883
4934819,47.57,1.82,16.45,0.10,0.006,-0.912
4935323,46.69,1.82,15.50,0.10,0.021,-0.897
4935827,42.29,1.82,15.82,0.25,0.065,-0.868
4936331,47.57,1.82,15.82,0.14,0.036,-0.868
4936835,46.69,0.94,15.19,0.10,0.036,-0.883
4937338,46.69,0.94,15.34,0.12,0.021,-0.883
4937842,48.45,1.82,15.19,0.10,0.021,-0.883
4938346,46.69,1.82,15.66,0.09,0.021,-0.897
4938850,49.33,2.70,15.66,0.10,0.021,-0.868
4939354,49.33,2.70,15.66,0.10,0.006,-0.883
4939857,48.45,2.70,15.34,0.12,-0.024,-0.897
4940361,47.57,2.70,15.66,0.14,0.006,-0.883
4940865,47.57,1.82,15.50,0.10,0.006,-0.897
4941369,47.57,1.82,15.34,0.14,0.021,-0.883
4941873,47.57,1.82,15.82,0.14,-0.009,-0.868
4942375,48.45,1.82,15.34,0.10,-0.009,-0.883
4942879,47.57,1.82,16.45,0.12,0.006,-0.868
4943383,48.45,1.82,15.34,0.10,0.006,-0.868
4943887,49.33,1.82,15.50,0.10,0.021,-0.883
4944391,37.89,1.82,14.08,0.10,-0.172,-0.912
4944894,48.45,-4.33,16.76,0.01,-0.127,-1.164
4945398,38.77,-1.70,14.56,0.14,-0.024,-0.823
4945902,47.57,2.70,17.55,0.29,-0.009,-0.868
4946406,45.81,1.82,15.34,0.25,0.065,-0.986
4946910,46.69,1.82,15.82,0.12,0.095,-0.927
4947414,47.57,1.82,15.34,0.20,-0.275,-0.749
4947917,47.57,1.82,15.97,0.14,0.036,-0.868
4948421,47.57,1.82,16.29,0.10,0.006,-0.868
4948925,46.69,1.82,15.82,0.10,0.006,-0.868
4949429,48.45,1.82,15.34,0.14,0.036,-0.868
4949932,46.69,1.82,15.19,0.12,0.051,-0.897
4950435,47.57,2.70,15.03,0.10,0.065,-0.868
4950939,45.81,2.70,15.19,0.14,0.036,-0.868
4951443,46.69,1.82,15.66,0.16,0.021,-0.883
4951947,48.45,1.82,15.19,0.10,0.006,-0.897
4952451,48.45,1.82,15.50,0.10,0.036,-0.868
4952954,46.69,1.82,15.66,0.12,0.021,-0.868
4953458,35.26,2.70,16.29,0.20,0.036,-0.957
4953962,46.69,1.82,15.82,0.12,0.021,-0.897
4954466,49.33,2.70,16.13,0.12,0.021,-0.897
4954970,47.57,2.70,15.82,0.12,0.021,-0.897
4955473,46.69,2.70,15.34,0.14,0.021,-0.897
4955977,48.45,2.70,15.66,0.10,0.021,-0.897
4956481,47.57,3.58,15.82,0.14,0.021,-0.883
4956985,47.57,3.58,15.50,0.14,-0.009,-0.912
4957489,49.33,3.58,15.34,0.10,-0.009,-0.897
4957991,47.57,4.46,15.66,0.12,0.006,-0.897
4958495,47.57,4.46,15.82,0.16,0.006,-0.883
4958999,46.69,3.58,15.50,0.10,0.036,-0.883
4959503,47.57,3.58,15.34,0.12,0.036,-0.897
4960007,46.69,3.58,15.50,0.12,0.021,-0.883
4960510,47.57,2.70,15.50,0.14,0.021,-0.868
4961014,47.57,2.70,15.97,0.14,-0.009,-0.868
4961518,48.45,2.70,16.13,0.10,-0.038,-0.868
4962022,39.65,2.70,15.50,-0.10,-0.275,-0.838
4962526,59.01,0.06,19.29,0.20,-0.172,-0.957
4963030,34.38,0.06,15.50,-0.12,-0.290,-0.794
4963533,50.21,24.70,18.34,-0.43,0.287,-0.883
4964037,49.33,2.70,14.40,0.31,0.021,-1.031
4964541,47.57,2.70,15.50,0.12,0.006,-0.853
4965045,39.65,3.58,14.40,0.18,-0.009,-0.897
4965548,47.57,2.70,15.82,0.09,0.006,-0.883
4966051,49.33,1.82,15.66,0.10,0.006,-0.868
4966555,47.57,1.82,15.34,0.09,0.021,-0.883
4967059,47.57,1.82,15.97,0.14,0.036,-0.868
4967563,46.69,1.82,16.29,0.10,0.036,-0.868
4968067,45.81,1.82,15.34,0.12,-0.024,-0.897
4968570,48.45,1.82,15.19,0.12,-0.038,-0.883
4969074,47.57,1.82,15.97,0.10,0.006,-0.883
4969578,46.69,1.82,15.82,0.12,0.006,-0.883
4970082,48.45,1.82,15.19,0.12,0.036,-0.883
4970586,45.81,1.82,15.34,0.14,0.021,-0.883
4971089,47.57,1.82,16.13,0.10,0.006,-0.897
4971593,47.57,1.82,15.03,0.12,-0.009,-0.912
4972097,47.57,2.70,15.66,0.12,-0.009,-0.897
4972601,47.57,2.70,15.82,0.10,0.021,-0.883
4973104,47.57,2.70,15.66,0.12,-0.009,-0.883
4973607,47.57,2.70,15.34,0.10,0.021,-0.883
4974111,39.65,2.70,15.34,-0.06,-0.009,-0.927
4974615,54.61,0.06,16.76,0.10,-0.142,-0.927
4975119,70.45,5.34,18.65,-0.06,0.036,-1.105
